name,category,price,quantity
BrightBuild Industrial Door Handle,Hardware,76.3,60
ProFix Quick-Fit Pruning Shears,Garden,102.55,15
IronWorks Multi-Purpose Ear Protection 20mm,Safety,28.29,179
ToolMight Compact Exterior Paint (L),Paint & Adhesives,38.34,7
SureGrip Quick-Fit Nails Pack,Consumables,1.83,479
ToolMight Premium Dust Mask,Safety,12.84,40
IronWorks Industrial Garden Fork,Garden,134.83,42
Voltix Eco Extension Lead 10mm,Electrical,28.4,49
SecureHold Industrial Door Handle,Hardware,63.02,40
ToolMight Premium Safety Glasses,Safety,14.82,194
MasterCraft Industrial Socket Outlet 1/2inch,Electrical,9.29,80
ProFix Quick-Fit Wood Glue (ml),Paint & Adhesives,41.33,42
ProFix Compact Teflon Tape 20mm,Plumbing,30.82,76
ProFix Premium Jigsaw 1/4inch,Power Tools,131.58,6
IronWorks Industrial Pipe (m),Plumbing,18.9,44
ToolMight Precision Wood Glue (ml),Paint & Adhesives,67.23,28
ProFix Heavy-Duty Epoxy (ml),Paint & Adhesives,21.13,58
AquaFlow Industrial Wire (m),Electrical,27.35,106
BrightBuild Stainless Ball Valve,Plumbing,33.62,80
MasterCraft Multi-Purpose Washer,Fasteners,10.73,81
BrightBuild Multi-Purpose Bolt 25mm,Fasteners,14.4,187
BrightBuild Eco Exterior Paint (L),Paint & Adhesives,7.67,17
MasterCraft Stainless LED Bulb,Electrical,43.49,79
HardPro Precision Cable Clips Pack,Consumables,2.66,101
SureGrip Precision Jigsaw,Power Tools,303.42,23
MasterCraft Quick-Fit Socket Outlet 250mm,Electrical,75.64,89
ToolMight Precision Ear Protection,Safety,5.87,50
IronWorks Quick-Fit Wood Glue (ml),Paint & Adhesives,20.48,57
Voltix Eco Washer,Fasteners,12.41,70
HardPro Quick-Fit Exterior Paint (L),Paint & Adhesives,41.89,27
IronWorks Multi-Purpose Zip Ties Pack,Consumables,18.99,34
BrightBuild Quick-Fit Handsaw,Tools,121.65,46
SureGrip Galvanized Pruning Shears,Garden,81.23,36
HardPro Multi-Purpose Interior Paint (L),Paint & Adhesives,58.79,63
SureGrip Quick-Fit Exterior Paint (L),Paint & Adhesives,38.98,63
MasterCraft Compact Interior Paint (L),Paint & Adhesives,63.73,31
Voltix Multi-Purpose Hinge,Hardware,51.14,43
HardPro Quick-Fit Nut 10mm,Fasteners,12.02,162
BrightBuild Quick-Fit Sprayer 20mm,Garden,110.1,36
SureGrip Quick-Fit Tap Washer 300mm,Plumbing,87.87,61
HardPro Premium Ball Valve,Plumbing,82.97,49
ProFix Stainless Anchor,Fasteners,3.4,51
IronWorks Industrial Pliers,Tools,153.22,20
ProFix Industrial Lockset,Hardware,76.1,7
SureGrip Multi-Purpose Chisel 16mm,Tools,62.6,40
ProFix Compact Epoxy (ml),Paint & Adhesives,36.18,16
ProFix Premium Pruning Shears 10mm,Garden,63.81,10
Voltix Quick-Fit Hose Reel 300mm,Garden,72.65,56
SecureHold Galvanized Work Gloves,Safety,44.84,53
ProFix Quick-Fit Zip Ties Pack 12mm,Consumables,23.34,392
ToolMight Compact Garden Fork,Garden,84.93,51
BrightBuild Eco LED Bulb,Electrical,60.95,48
BrightBuild Stainless Nails Pack 25mm,Consumables,17.9,341
BrightBuild Stainless LED Bulb,Electrical,51.08,119
MasterCraft Industrial Tap Washer,Plumbing,22.46,7
SecureHold Quick-Fit Pruning Shears,Garden,63.57,42
MasterCraft Galvanized Extension Lead 10mm,Electrical,29.28,67
ToolMight Eco Switch,Electrical,62.56,79
SureGrip Premium Impact Driver,Power Tools,337.52,17
ToolMight Precision Sprayer,Garden,81.36,34
IronWorks Heavy-Duty Sprayer 1/4inch,Garden,7.89,58
Voltix Compact Pipe (m),Plumbing,84.14,14
IronWorks Eco Interior Paint (L),Paint & Adhesives,23.87,8
SecureHold Precision LED Bulb,Electrical,16.26,10
SureGrip Industrial Nails Pack,Consumables,21.21,286
SureGrip Premium Pliers,Tools,31.41,44
SecureHold Premium Safety Glasses,Safety,34.95,148
AquaFlow Premium Drill,Power Tools,243.16,16
Voltix Heavy-Duty Impact Driver,Power Tools,304.57,8
HardPro Quick-Fit Hammer,Tools,37.76,30
IronWorks Eco Safety Glasses,Safety,65.91,197
MasterCraft Multi-Purpose Hose Connector 25mm,Plumbing,33.29,42
SureGrip Compact Hinge,Hardware,44.85,12
MasterCraft Premium Handsaw 1/2inch,Tools,133.52,51
SureGrip Compact Safety Glasses 10mm,Safety,22.77,191
MasterCraft Quick-Fit Switch,Electrical,89.88,99
MasterCraft Premium Extension Lead,Electrical,14.56,50
AquaFlow Multi-Purpose Screw 250mm,Fasteners,14.15,77
BrightBuild Quick-Fit Pruning Shears 250mm,Garden,131.46,18
Voltix Precision Lockset,Hardware,64.57,71
MasterCraft Eco Hammer,Tools,60.83,5
AquaFlow Premium Jigsaw,Power Tools,308.32,22
ToolMight Stainless Utility Knife,Tools,102.07,47
HardPro Industrial Cable Clips Pack,Consumables,0.93,371
BrightBuild Multi-Purpose Adjustable Wrench 32mm,Tools,104.9,57
SecureHold Precision Screw,Fasteners,1.7,189
IronWorks Heavy-Duty Extension Lead,Electrical,8.45,17
HardPro Eco Ear Protection,Safety,32.26,73
SureGrip Multi-Purpose Ear Protection,Safety,32.64,189
BrightBuild Heavy-Duty Tape Measure,Tools,46.45,22
MasterCraft Multi-Purpose Cabinet Knob,Hardware,16.3,90
SecureHold Quick-Fit Angle Grinder,Power Tools,191.71,16
SecureHold Industrial Wire (m),Electrical,60.92,69
AquaFlow Industrial Work Gloves 16mm,Safety,73.12,38
SecureHold Heavy-Duty Screw 300mm,Fasteners,4.47,179
MasterCraft Eco Cabinet Knob 20mm,Hardware,18.85,59
HardPro Eco Hinge 1/4inch,Hardware,95.49,80
SureGrip Compact Pruning Shears 16mm,Garden,77.08,49
SecureHold Industrial Tape Measure,Tools,124.52,27
SureGrip Industrial Washer 12mm,Fasteners,2.84,172
BrightBuild Heavy-Duty Sandpaper Pack,Consumables,14.96,93
MasterCraft Multi-Purpose Exterior Paint (L),Paint & Adhesives,51.15,7
SecureHold Galvanized Pipe (m),Plumbing,62.74,20
MasterCraft Galvanized Cable Clips Pack,Consumables,23.09,494
ProFix Compact Pliers 25mm,Tools,79.8,46
AquaFlow Multi-Purpose Zip Ties Pack,Consumables,25.53,279
SecureHold Multi-Purpose Adjustable Wrench,Tools,94.15,14
HardPro Premium Screw 1/4inch,Fasteners,12.27,160
SecureHold Premium Extension Lead,Electrical,24.99,72
ToolMight Eco Pipe (m),Plumbing,110.2,79
BrightBuild Premium Circular Saw,Power Tools,256.29,19
ProFix Stainless Angle Grinder,Power Tools,250.22,11
HardPro Precision Anchor 12mm,Fasteners,15.76,169
BrightBuild Multi-Purpose Door Handle,Hardware,31.94,37
SecureHold Heavy-Duty Garden Fork,Garden,106.19,33
HardPro Industrial Door Handle 250mm,Hardware,65.22,40
AquaFlow Eco Socket Outlet,Electrical,57.93,21
SecureHold Compact Anchor,Fasteners,9.47,175
SureGrip Eco Circular Saw,Power Tools,330.87,16
BrightBuild Premium Pruning Shears,Garden,85.21,48
ToolMight Precision Lockset,Hardware,63.34,37
SureGrip Stainless Circular Saw,Power Tools,178.13,8
ToolMight Quick-Fit Wood Glue (ml),Paint & Adhesives,52.97,64
BrightBuild Industrial Pliers,Tools,87.78,26
ToolMight Quick-Fit Work Gloves,Safety,25.53,139
BrightBuild Eco Teflon Tape,Plumbing,6.0,44
Voltix Precision Exterior Paint (L),Paint & Adhesives,53.41,51
SecureHold Compact Lockset 250mm,Hardware,20.33,69
AquaFlow Premium Handsaw 12mm,Tools,82.06,35
ProFix Stainless Extension Lead,Electrical,34.19,107
SecureHold Galvanized Garden Fork 25mm,Garden,77.82,37
MasterCraft Quick-Fit Drill,Power Tools,326.74,21
IronWorks Stainless Silicone Sealant (ml),Paint & Adhesives,34.52,46
Voltix Compact Safety Glasses,Safety,75.69,85
ProFix Stainless Zip Ties Pack 300mm,Consumables,3.3,166
HardPro Galvanized LED Bulb 250mm,Electrical,80.87,52
SureGrip Quick-Fit Adjustable Wrench,Tools,18.83,58
MasterCraft Premium Jigsaw 1/2inch,Power Tools,439.79,19
Voltix Multi-Purpose Tap Washer 1/4inch,Plumbing,107.5,5
HardPro Compact Zip Ties Pack 10mm,Consumables,17.88,142
ToolMight Stainless Impact Driver,Power Tools,299.24,2
ToolMight Heavy-Duty Hose Reel 250mm,Garden,95.96,26
ToolMight Multi-Purpose Wood Glue (ml),Paint & Adhesives,38.77,21
BrightBuild Eco Washer 25mm,Fasteners,13.58,128
BrightBuild Compact Screwdriver Set 32mm,Tools,89.54,51
Voltix Compact Hose Connector 10mm,Plumbing,41.19,43
Voltix Multi-Purpose Chisel 1/4inch,Tools,18.02,29
SecureHold Eco Work Gloves,Safety,18.1,47
BrightBuild Eco Nails Pack 300mm,Consumables,5.35,161
BrightBuild Quick-Fit Pruning Shears,Garden,6.2,22
BrightBuild Multi-Purpose Extension Lead,Electrical,55.81,99
AquaFlow Heavy-Duty Handsaw 1/2inch,Tools,98.31,60
AquaFlow Precision Socket Outlet,Electrical,9.43,10
IronWorks Eco Drill,Power Tools,357.18,14
Voltix Galvanized Zip Ties Pack,Consumables,20.0,258
SureGrip Premium Switch,Electrical,63.67,75
IronWorks Industrial Safety Glasses 300mm,Safety,42.52,101
SureGrip Multi-Purpose Dust Mask,Safety,23.01,124
IronWorks Stainless Cable Clips Pack,Consumables,28.43,240
Voltix Precision Jigsaw,Power Tools,304.59,21
SecureHold Precision Work Gloves,Safety,59.17,139
IronWorks Galvanized Hose Reel 16mm,Garden,93.99,20
SecureHold Premium Washer,Fasteners,2.14,103
SureGrip Eco Lockset,Hardware,19.34,19
ProFix Premium Exterior Paint (L),Paint & Adhesives,23.76,34
ToolMight Galvanized Jigsaw,Power Tools,409.61,22
SecureHold Galvanized Hose Reel,Garden,145.94,40
HardPro Quick-Fit Impact Driver,Power Tools,515.58,8
MasterCraft Multi-Purpose Cabinet Knob 10mm,Hardware,51.62,51
Voltix Eco Exterior Paint (L),Paint & Adhesives,37.26,9
IronWorks Stainless Hose Reel,Garden,80.54,17
ToolMight Heavy-Duty Sandpaper Pack,Consumables,3.0,60
SecureHold Eco Pruning Shears,Garden,90.44,39
ProFix Industrial Hinge 250mm,Hardware,76.18,42
ToolMight Quick-Fit Sprayer,Garden,98.82,7
SecureHold Galvanized Sprayer 16mm,Garden,85.17,50
ProFix Eco Interior Paint (L),Paint & Adhesives,11.32,23
Voltix Quick-Fit Exterior Paint (L),Paint & Adhesives,55.57,48
SureGrip Eco Wood Glue (ml),Paint & Adhesives,15.9,43
ProFix Stainless Chisel,Tools,20.39,23
ProFix Heavy-Duty Pruning Shears 1/4inch,Garden,97.65,10
Voltix Stainless Epoxy (ml),Paint & Adhesives,27.6,53
AquaFlow Galvanized Hammer 16mm,Tools,119.78,46
AquaFlow Premium Jigsaw 1/4inch,Power Tools,351.56,12
HardPro Galvanized Cabinet Knob,Hardware,43.13,56
Voltix Stainless Tap Washer,Plumbing,17.43,42
BrightBuild Quick-Fit Circular Saw 16mm,Power Tools,334.09,20
BrightBuild Precision Hammer,Tools,109.48,47
BrightBuild Precision Garden Fork 250mm,Garden,111.55,33
MasterCraft Multi-Purpose Pipe (m),Plumbing,63.61,27
IronWorks Quick-Fit Pipe (m),Plumbing,53.54,72
BrightBuild Quick-Fit Lockset 20mm,Hardware,37.58,56
BrightBuild Eco Drill 20mm,Power Tools,178.13,19
BrightBuild Multi-Purpose Zip Ties Pack,Consumables,6.45,263
SecureHold Heavy-Duty Tap Washer,Plumbing,65.27,74
HardPro Stainless Sandpaper Pack,Consumables,24.26,28
ProFix Compact Ball Valve,Plumbing,60.46,68
ProFix Industrial Extension Lead,Electrical,9.37,10
ToolMight Compact Safety Glasses 1/2inch,Safety,22.59,54
ToolMight Eco Hammer,Tools,95.78,19
ProFix Quick-Fit Circuit Breaker,Electrical,21.66,111
ProFix Galvanized Nut,Fasteners,10.77,57
HardPro Industrial Extension Lead,Electrical,44.39,74
IronWorks Multi-Purpose Sandpaper Pack 1/2inch,Consumables,28.44,458
HardPro Multi-Purpose LED Bulb,Electrical,32.65,25
HardPro Stainless Sandpaper Pack,Consumables,9.6,361
ProFix Quick-Fit Tape Measure,Tools,87.48,29
SecureHold Stainless Door Handle,Hardware,45.63,42
Voltix Premium Exterior Paint (L),Paint & Adhesives,32.5,56
MasterCraft Galvanized Garden Fork,Garden,37.71,13
ProFix Industrial LED Bulb,Electrical,18.61,84
AquaFlow Stainless Screwdriver Set 10mm,Tools,21.59,47
HardPro Quick-Fit Ball Valve 32mm,Plumbing,60.33,46
SecureHold Multi-Purpose Safety Glasses,Safety,28.07,183
IronWorks Galvanized Teflon Tape,Plumbing,28.79,46
HardPro Galvanized Extension Lead,Electrical,39.62,22
Voltix Industrial Tap Washer 1/2inch,Plumbing,22.3,56
HardPro Quick-Fit Jigsaw,Power Tools,374.74,24
SureGrip Galvanized Dust Mask,Safety,59.91,63
IronWorks Industrial Sandpaper Pack,Consumables,24.09,169
SureGrip Eco Nut 32mm,Fasteners,13.33,53
ToolMight Eco Sandpaper Pack,Consumables,29.72,95
AquaFlow Galvanized Hammer,Tools,89.15,35
BrightBuild Stainless Tap Washer 32mm,Plumbing,71.93,64
AquaFlow Precision Sandpaper Pack 20mm,Consumables,19.02,466
ProFix Quick-Fit Teflon Tape 32mm,Plumbing,41.58,22
MasterCraft Industrial Impact Driver 10mm,Power Tools,302.44,19
ToolMight Quick-Fit Garden Fork,Garden,133.48,20
Voltix Compact Nails Pack,Consumables,20.65,109
MasterCraft Quick-Fit Switch,Electrical,34.73,42
AquaFlow Industrial Nails Pack 250mm,Consumables,24.3,435
HardPro Heavy-Duty Angle Grinder 1/4inch,Power Tools,242.32,18
ProFix Heavy-Duty Hose Reel 16mm,Garden,113.97,44
SecureHold Eco Garden Fork 32mm,Garden,56.72,53
ProFix Premium Impact Driver 25mm,Power Tools,299.82,5
HardPro Industrial Chisel 300mm,Tools,31.29,24
HardPro Premium Cable Clips Pack,Consumables,17.84,194
BrightBuild Premium Ball Valve,Plumbing,27.4,41
Voltix Heavy-Duty Ball Valve,Plumbing,45.21,74
MasterCraft Premium Zip Ties Pack,Consumables,7.99,46
HardPro Precision Door Handle,Hardware,10.03,26
AquaFlow Premium Silicone Sealant (ml),Paint & Adhesives,44.71,13
HardPro Galvanized Wood Glue (ml),Paint & Adhesives,18.81,53
ToolMight Compact Utility Knife,Tools,67.8,44
BrightBuild Compact Hose Connector 250mm,Plumbing,19.05,13
HardPro Eco Interior Paint (L),Paint & Adhesives,32.73,29
SureGrip Multi-Purpose Handsaw 20mm,Tools,29.85,29
IronWorks Compact Extension Lead 20mm,Electrical,28.87,13
AquaFlow Industrial Cabinet Knob 16mm,Hardware,38.34,64
BrightBuild Compact Hose Connector,Plumbing,13.2,71
HardPro Industrial Circuit Breaker,Electrical,2.63,70
SecureHold Premium Wire (m),Electrical,6.05,98
Voltix Industrial Teflon Tape,Plumbing,96.23,75
SureGrip Heavy-Duty Tape Measure 250mm,Tools,86.96,55
ProFix Heavy-Duty Wire (m),Electrical,60.49,79
HardPro Galvanized Cabinet Knob,Hardware,23.2,33
HardPro Precision Nut,Fasteners,6.97,191
AquaFlow Eco Cable Clips Pack,Consumables,10.43,430
SureGrip Precision Tape Measure 1/2inch,Tools,96.46,9
SureGrip Multi-Purpose Ball Valve,Plumbing,27.83,74
BrightBuild Stainless Screwdriver Set,Tools,99.21,8
IronWorks Precision LED Bulb 250mm,Electrical,58.64,52
IronWorks Quick-Fit Door Handle,Hardware,52.79,51
IronWorks Galvanized Switch,Electrical,61.58,92
MasterCraft Multi-Purpose Ball Valve,Plumbing,61.8,49
IronWorks Heavy-Duty Sprayer,Garden,128.28,17
MasterCraft Quick-Fit Jigsaw 32mm,Power Tools,249.43,4
AquaFlow Heavy-Duty Zip Ties Pack 16mm,Consumables,1.63,492
SureGrip Industrial Tap Washer 300mm,Plumbing,79.85,29
IronWorks Quick-Fit Sprayer,Garden,92.45,33
IronWorks Precision Lockset 250mm,Hardware,37.12,60
IronWorks Industrial Wire (m),Electrical,22.52,20
AquaFlow Heavy-Duty Hose Connector,Plumbing,62.39,56
ToolMight Premium Angle Grinder,Power Tools,264.09,11
BrightBuild Industrial Impact Driver,Power Tools,245.95,5
AquaFlow Heavy-Duty Cabinet Knob 16mm,Hardware,43.66,38
BrightBuild Premium Pruning Shears,Garden,42.63,50
Voltix Heavy-Duty Impact Driver,Power Tools,363.55,20
SecureHold Industrial Circuit Breaker,Electrical,67.38,11
AquaFlow Stainless Circuit Breaker,Electrical,66.76,25
HardPro Multi-Purpose Zip Ties Pack 250mm,Consumables,19.54,474
HardPro Multi-Purpose Drill,Power Tools,345.05,17
HardPro Compact Work Gloves,Safety,41.87,37
IronWorks Precision Pruning Shears 25mm,Garden,8.93,21
AquaFlow Premium Zip Ties Pack 25mm,Consumables,10.59,117
SecureHold Premium Nut,Fasteners,8.18,76
IronWorks Eco Switch 1/2inch,Electrical,92.82,71
AquaFlow Galvanized Hose Reel,Garden,81.88,26
BrightBuild Premium Nails Pack 12mm,Consumables,19.75,336
SecureHold Quick-Fit Teflon Tape,Plumbing,46.95,8
ProFix Industrial Wire (m),Electrical,13.23,30
BrightBuild Precision Ear Protection 250mm,Safety,7.21,84
SureGrip Premium Sprayer,Garden,40.1,17
MasterCraft Stainless Hinge,Hardware,71.01,5
ToolMight Industrial Epoxy (ml),Paint & Adhesives,15.25,47
HardPro Heavy-Duty Hinge,Hardware,8.36,86
ProFix Quick-Fit Safety Glasses,Safety,45.55,31
HardPro Galvanized Work Gloves 10mm,Safety,46.95,198
SureGrip Stainless Anchor 10mm,Fasteners,13.58,72
SureGrip Multi-Purpose Sandpaper Pack,Consumables,6.04,253
BrightBuild Quick-Fit Nails Pack 20mm,Consumables,24.14,237
BrightBuild Multi-Purpose Cabinet Knob,Hardware,25.35,8
AquaFlow Premium Nails Pack,Consumables,17.28,470
SecureHold Precision Exterior Paint (L),Paint & Adhesives,12.09,39
AquaFlow Compact Circular Saw 32mm,Power Tools,369.91,9
MasterCraft Compact Adjustable Wrench 12mm,Tools,37.3,42
HardPro Quick-Fit Pipe (m),Plumbing,4.27,40
SecureHold Compact Jigsaw,Power Tools,154.41,18
ToolMight Quick-Fit Pliers,Tools,20.0,52
SecureHold Compact Work Gloves,Safety,30.0,98
IronWorks Heavy-Duty Ball Valve,Plumbing,112.87,77
SureGrip Compact Extension Lead,Electrical,77.12,31
Voltix Multi-Purpose Pliers,Tools,59.78,7
MasterCraft Stainless Dust Mask,Safety,23.19,90
AquaFlow Precision Hose Reel,Garden,71.09,11
ProFix Quick-Fit Wire (m),Electrical,54.3,118
IronWorks Industrial Impact Driver,Power Tools,123.86,25
ToolMight Stainless Angle Grinder,Power Tools,99.06,17
ToolMight Stainless Garden Fork,Garden,6.73,4
SecureHold Eco Adjustable Wrench,Tools,66.04,31
HardPro Stainless Door Handle 300mm,Hardware,64.19,6
BrightBuild Compact Drill,Power Tools,49.31,10
AquaFlow Eco Hinge 300mm,Hardware,14.92,26
Voltix Compact Pruning Shears 1/2inch,Garden,8.24,36
Voltix Eco Door Handle,Hardware,56.53,75
AquaFlow Precision Anchor 1/2inch,Fasteners,3.92,94
MasterCraft Galvanized Sandpaper Pack,Consumables,19.97,121
ProFix Eco Pruning Shears,Garden,87.69,51
ToolMight Quick-Fit Lockset 20mm,Hardware,42.33,37
MasterCraft Industrial Hinge,Hardware,5.78,42
BrightBuild Multi-Purpose Extension Lead,Electrical,82.46,27
IronWorks Quick-Fit Pipe (m),Plumbing,62.47,36
IronWorks Compact Washer,Fasteners,12.82,107
HardPro Galvanized Nails Pack,Consumables,5.87,189
HardPro Eco Angle Grinder 10mm,Power Tools,190.81,19
SecureHold Premium Washer 1/2inch,Fasteners,3.19,154
ProFix Stainless Washer 16mm,Fasteners,15.79,109
SureGrip Quick-Fit Cabinet Knob,Hardware,29.94,5
ToolMight Premium Hammer 20mm,Tools,54.25,45
IronWorks Galvanized Cable Clips Pack,Consumables,9.81,391
BrightBuild Eco Chisel,Tools,71.74,53
HardPro Industrial Hammer 25mm,Tools,67.87,41
ProFix Quick-Fit Door Handle,Hardware,64.99,83
AquaFlow Multi-Purpose Teflon Tape 32mm,Plumbing,60.04,5
MasterCraft Quick-Fit Cable Clips Pack 1/2inch,Consumables,23.14,266
ToolMight Premium Extension Lead,Electrical,48.59,40
Voltix Multi-Purpose Ball Valve,Plumbing,83.66,57
HardPro Galvanized Washer,Fasteners,17.31,159
SureGrip Industrial Lockset,Hardware,39.31,81
BrightBuild Precision Tap Washer,Plumbing,56.76,34
MasterCraft Premium Pruning Shears 32mm,Garden,69.76,52
ProFix Heavy-Duty Sandpaper Pack 32mm,Consumables,17.67,429
BrightBuild Heavy-Duty Ear Protection 16mm,Safety,30.82,176
BrightBuild Industrial Lockset,Hardware,88.77,26
HardPro Galvanized Jigsaw,Power Tools,322.2,24
ProFix Galvanized Teflon Tape,Plumbing,118.71,58
ToolMight Heavy-Duty Jigsaw,Power Tools,153.62,6
SureGrip Stainless Wire (m),Electrical,34.19,26
BrightBuild Industrial Adjustable Wrench 32mm,Tools,48.06,34
SecureHold Compact Silicone Sealant (ml),Paint & Adhesives,37.71,70
AquaFlow Compact Wire (m),Electrical,48.3,82
ToolMight Galvanized Epoxy (ml),Paint & Adhesives,30.88,20
MasterCraft Heavy-Duty Ball Valve,Plumbing,26.15,76
HardPro Precision Adjustable Wrench,Tools,95.75,9
Voltix Quick-Fit Screw 25mm,Fasteners,13.45,131
ProFix Stainless Ear Protection 250mm,Safety,13.53,140
AquaFlow Industrial Nut,Fasteners,16.11,132
ToolMight Precision Sprayer 1/4inch,Garden,86.77,22
IronWorks Galvanized Lockset,Hardware,27.29,47
ToolMight Premium Cabinet Knob 250mm,Hardware,40.62,68
ToolMight Quick-Fit Sprayer 32mm,Garden,51.82,60
IronWorks Quick-Fit Switch,Electrical,48.02,112
AquaFlow Quick-Fit Work Gloves,Safety,65.16,154
SecureHold Premium Screw,Fasteners,15.67,182
SecureHold Compact Lockset,Hardware,72.35,69
BrightBuild Stainless Drill,Power Tools,230.92,22
Voltix Eco Cable Clips Pack 25mm,Consumables,12.02,389
ToolMight Compact Switch 16mm,Electrical,65.6,97
ToolMight Stainless Cable Clips Pack,Consumables,22.18,79
HardPro Stainless Interior Paint (L),Paint & Adhesives,17.56,34
SureGrip Industrial Pruning Shears,Garden,95.8,42
IronWorks Compact Ball Valve,Plumbing,6.92,58
Voltix Eco Screwdriver Set,Tools,72.65,44
SureGrip Industrial Teflon Tape,Plumbing,29.03,14
HardPro Galvanized Cabinet Knob 300mm,Hardware,40.24,88
HardPro Multi-Purpose Socket Outlet,Electrical,33.23,10
MasterCraft Compact Lockset 10mm,Hardware,38.75,30
MasterCraft Heavy-Duty Hinge,Hardware,20.3,53
AquaFlow Quick-Fit Adjustable Wrench,Tools,122.24,32
HardPro Stainless Wire (m),Electrical,62.84,105
IronWorks Industrial Work Gloves,Safety,73.64,24
HardPro Premium Anchor,Fasteners,1.37,166
AquaFlow Eco Cabinet Knob,Hardware,15.27,29
Voltix Eco Dust Mask,Safety,45.79,78
Voltix Stainless Sandpaper Pack,Consumables,8.58,121
ToolMight Industrial Circular Saw,Power Tools,64.06,23
MasterCraft Quick-Fit Cable Clips Pack,Consumables,3.92,204
SecureHold Quick-Fit Nails Pack,Consumables,9.34,67
SecureHold Stainless Impact Driver,Power Tools,324.61,21
IronWorks Quick-Fit Ear Protection,Safety,5.49,136
ProFix Compact Interior Paint (L),Paint & Adhesives,53.39,17
HardPro Premium Impact Driver,Power Tools,229.59,12
HardPro Eco Work Gloves,Safety,21.49,168
HardPro Quick-Fit Hinge 250mm,Hardware,3.07,82
SureGrip Heavy-Duty Tape Measure 25mm,Tools,50.99,33
SecureHold Multi-Purpose Circular Saw,Power Tools,189.88,14
SecureHold Compact Circuit Breaker,Electrical,10.64,29
MasterCraft Precision Safety Glasses,Safety,68.93,167
IronWorks Quick-Fit Silicone Sealant (ml),Paint & Adhesives,34.53,21
SureGrip Precision Utility Knife,Tools,7.95,49
BrightBuild Compact Drill,Power Tools,421.92,17
IronWorks Premium Nails Pack,Consumables,1.16,369
Voltix Compact Anchor,Fasteners,1.36,184
AquaFlow Stainless Screw 1/2inch,Fasteners,8.55,129
BrightBuild Eco Adjustable Wrench,Tools,36.11,51
Voltix Galvanized Garden Fork,Garden,49.35,46
SureGrip Eco Tap Washer,Plumbing,18.26,28
SureGrip Precision Circuit Breaker,Electrical,7.13,55
ToolMight Multi-Purpose Epoxy (ml),Paint & Adhesives,16.81,58
Voltix Compact Garden Fork 300mm,Garden,30.73,34
AquaFlow Quick-Fit Silicone Sealant (ml),Paint & Adhesives,21.37,65
SecureHold Heavy-Duty Teflon Tape,Plumbing,82.22,63
ToolMight Galvanized Sprayer 10mm,Garden,29.98,22
MasterCraft Compact LED Bulb,Electrical,64.13,74
SecureHold Premium LED Bulb 16mm,Electrical,63.9,109
BrightBuild Stainless Interior Paint (L),Paint & Adhesives,55.7,8
HardPro Stainless Bolt,Fasteners,13.69,177
Voltix Eco Ball Valve 16mm,Plumbing,49.59,59
MasterCraft Stainless Door Handle,Hardware,81.23,49
ToolMight Premium Socket Outlet,Electrical,47.58,33
ProFix Compact Garden Fork 10mm,Garden,29.22,29
IronWorks Heavy-Duty Bolt 1/2inch,Fasteners,13.01,171
HardPro Premium Epoxy (ml),Paint & Adhesives,47.77,27
MasterCraft Heavy-Duty Cabinet Knob 25mm,Hardware,38.58,15
AquaFlow Galvanized Work Gloves,Safety,56.16,87
SecureHold Industrial Dust Mask 12mm,Safety,30.31,123
IronWorks Eco Exterior Paint (L),Paint & Adhesives,41.95,10
SureGrip Eco Pruning Shears,Garden,139.16,24
MasterCraft Premium Pipe (m),Plumbing,101.65,12
SecureHold Eco Adjustable Wrench,Tools,35.75,53
ProFix Compact Dust Mask,Safety,45.43,23
BrightBuild Industrial Drill 1/2inch,Power Tools,87.63,16
SureGrip Compact Ear Protection,Safety,39.1,139
ToolMight Heavy-Duty Cabinet Knob,Hardware,12.43,61
BrightBuild Precision Exterior Paint (L),Paint & Adhesives,64.76,53
BrightBuild Premium Zip Ties Pack,Consumables,6.52,118
ProFix Multi-Purpose Silicone Sealant (ml),Paint & Adhesives,56.25,45
SecureHold Heavy-Duty Hose Reel,Garden,75.91,21
SecureHold Multi-Purpose Utility Knife 250mm,Tools,46.36,55
ToolMight Precision Ear Protection 12mm,Safety,24.0,143
IronWorks Compact Jigsaw 16mm,Power Tools,357.49,21
ToolMight Compact Jigsaw,Power Tools,257.24,18
IronWorks Stainless Silicone Sealant (ml),Paint & Adhesives,35.48,59
SecureHold Premium Tap Washer,Plumbing,109.26,26
Voltix Quick-Fit Door Handle,Hardware,54.97,77
ProFix Premium Silicone Sealant (ml),Paint & Adhesives,27.23,6
SureGrip Heavy-Duty Door Handle 32mm,Hardware,31.08,9
IronWorks Quick-Fit Screwdriver Set,Tools,120.45,30
BrightBuild Compact Zip Ties Pack 16mm,Consumables,22.65,129
AquaFlow Precision Silicone Sealant (ml),Paint & Adhesives,35.81,3
BrightBuild Precision Pliers,Tools,65.94,44
SecureHold Multi-Purpose Hammer,Tools,142.34,60
BrightBuild Compact Handsaw 25mm,Tools,58.69,25
HardPro Industrial Tape Measure 32mm,Tools,53.65,19
SureGrip Galvanized Interior Paint (L),Paint & Adhesives,19.3,41
ToolMight Multi-Purpose Hose Reel,Garden,24.89,42
HardPro Heavy-Duty Hose Connector,Plumbing,12.42,26
SecureHold Galvanized Dust Mask,Safety,74.76,56
Voltix Industrial Exterior Paint (L),Paint & Adhesives,61.42,7
